,Actual Class,Class Size,Correct Class Predicted,Equiv Class,Exact User Predicted,Largest Possible Class Size,Predicted Class,gamma,kernel
71,7066,25,True,PERCENTILES,False,7936,10364,scale,rbf
72,4857,3,False,JUMP,False,7936,10364,scale,rbf
73,4857,1,False,SCORE_DIST,False,7936,10364,scale,rbf
74,4857,25,True,PERCENTILES,False,7936,10364,scale,rbf
75,28922,1,False,JUMP,False,7936,3112,scale,rbf
76,28922,1,False,SCORE_DIST,False,7936,3112,scale,rbf
77,28922,25,False,PERCENTILES,False,7936,3112,scale,rbf
78,13449,1,False,JUMP,False,7936,3112,scale,rbf
79,13449,1,False,SCORE_DIST,False,7936,3112,scale,rbf
80,13449,25,True,PERCENTILES,False,7936,3112,scale,rbf
81,8000,2,False,JUMP,False,7936,6751,scale,rbf
82,8000,2,False,SCORE_DIST,False,7936,6751,scale,rbf
83,8000,25,False,PERCENTILES,False,7936,6751,scale,rbf
84,93,1,False,JUMP,False,7936,6751,scale,rbf
85,93,1,False,SCORE_DIST,False,7936,6751,scale,rbf
86,93,25,False,PERCENTILES,False,7936,6751,scale,rbf
87,48354,4,False,JUMP,False,7936,10364,scale,rbf
88,48354,1,False,SCORE_DIST,False,7936,10364,scale,rbf
89,48354,25,True,PERCENTILES,False,7936,10364,scale,rbf
90,4857,1,False,JUMP,False,7936,10364,scale,rbf
91,4857,1,False,SCORE_DIST,False,7936,10364,scale,rbf
92,4857,25,True,PERCENTILES,False,7936,10364,scale,rbf
93,3112,2,True,JUMP,True,7936,3112,scale,rbf
94,3112,2,True,SCORE_DIST,True,7936,3112,scale,rbf
95,3112,25,True,PERCENTILES,True,7936,3112,scale,rbf
96,2029,1,False,JUMP,False,7936,3112,scale,rbf
97,2029,1,False,SCORE_DIST,False,7936,3112,scale,rbf
98,2029,25,False,PERCENTILES,False,7936,3112,scale,rbf
99,3202,4,False,JUMP,False,7936,10364,scale,rbf
100,3202,1,False,SCORE_DIST,False,7936,10364,scale,rbf
101,3202,25,True,PERCENTILES,False,7936,10364,scale,rbf
102,10364,1,True,JUMP,True,7936,10364,scale,rbf
103,10364,1,True,SCORE_DIST,True,7936,10364,scale,rbf
104,10364,25,True,PERCENTILES,True,7936,10364,scale,rbf
105,7066,1,False,JUMP,False,7936,10364,scale,rbf
106,7066,1,False,SCORE_DIST,False,7936,10364,scale,rbf
107,7066,25,True,PERCENTILES,False,7936,10364,scale,rbf
108,843,1,False,JUMP,False,7936,3112,scale,rbf
109,843,1,False,SCORE_DIST,False,7936,3112,scale,rbf
110,843,25,True,PERCENTILES,False,7936,3112,scale,rbf
111,6751,7,True,JUMP,True,7936,6751,scale,rbf
112,6751,2,True,SCORE_DIST,True,7936,6751,scale,rbf
113,6751,25,True,PERCENTILES,True,7936,6751,scale,rbf
114,3510,1,False,JUMP,False,7936,10364,scale,rbf
115,3510,1,False,SCORE_DIST,False,7936,10364,scale,rbf
116,3510,25,True,PERCENTILES,False,7936,10364,scale,rbf
117,224,1,False,JUMP,False,7936,6751,scale,rbf
118,224,1,False,SCORE_DIST,False,7936,6751,scale,rbf
119,224,25,True,PERCENTILES,False,7936,6751,scale,rbf
120,3112,1,False,JUMP,False,7936,147,scale,rbf
121,3112,1,False,SCORE_DIST,False,7936,147,scale,rbf
122,3112,25,True,PERCENTILES,False,7936,147,scale,rbf
123,20204,1,False,JUMP,False,7936,10364,scale,rbf
124,20204,1,False,SCORE_DIST,False,7936,10364,scale,rbf
125,20204,25,True,PERCENTILES,False,7936,10364,scale,rbf
126,20204,1,False,JUMP,False,7936,3112,scale,rbf
127,20204,1,False,SCORE_DIST,False,7936,3112,scale,rbf
128,20204,25,True,PERCENTILES,False,7936,3112,scale,rbf
129,13449,1,False,JUMP,False,7936,6751,scale,rbf
130,13449,1,False,SCORE_DIST,False,7936,6751,scale,rbf
131,13449,25,True,PERCENTILES,False,7936,6751,scale,rbf
132,13492,1,False,JUMP,False,7936,3112,scale,rbf
133,13492,1,False,SCORE_DIST,False,7936,3112,scale,rbf
134,13492,25,True,PERCENTILES,False,7936,3112,scale,rbf
135,6421,1,False,JUMP,False,7936,3112,scale,rbf
136,6421,1,False,SCORE_DIST,False,7936,3112,scale,rbf
137,6421,25,True,PERCENTILES,False,7936,3112,scale,rbf
138,17931,4,False,JUMP,False,7936,3112,scale,rbf
139,17931,1,False,SCORE_DIST,False,7936,3112,scale,rbf
140,17931,25,False,PERCENTILES,False,7936,3112,scale,rbf
141,11864,8,False,JUMP,False,7936,10364,scale,rbf
142,11864,2,False,SCORE_DIST,False,7936,10364,scale,rbf
143,11864,25,False,PERCENTILES,False,7936,10364,scale,rbf
144,9824,1,False,JUMP,False,7936,34298,scale,rbf
145,9824,1,False,SCORE_DIST,False,7936,34298,scale,rbf
146,9824,25,False,PERCENTILES,False,7936,34298,scale,rbf
147,6751,5,True,JUMP,False,7936,13449,scale,rbf
148,6751,1,False,SCORE_DIST,False,7936,13449,scale,rbf
149,6751,25,True,PERCENTILES,False,7936,13449,scale,rbf
150,16636,1,False,JUMP,False,7936,3112,scale,rbf
151,16636,1,False,SCORE_DIST,False,7936,3112,scale,rbf
152,16636,25,False,PERCENTILES,False,7936,3112,scale,rbf
153,3510,1,False,JUMP,False,7936,3112,scale,rbf
154,3510,1,False,SCORE_DIST,False,7936,3112,scale,rbf
155,3510,25,True,PERCENTILES,False,7936,3112,scale,rbf
156,3202,2,False,JUMP,False,7936,6751,scale,rbf
157,3202,2,False,SCORE_DIST,False,7936,6751,scale,rbf
158,3202,25,True,PERCENTILES,False,7936,6751,scale,rbf
159,97,1,False,JUMP,False,7936,6751,scale,rbf
160,97,1,False,SCORE_DIST,False,7936,6751,scale,rbf
161,97,25,False,PERCENTILES,False,7936,6751,scale,rbf
162,3510,1,True,JUMP,True,7936,3510,scale,rbf
163,3510,1,True,SCORE_DIST,True,7936,3510,scale,rbf
164,3510,25,True,PERCENTILES,True,7936,3510,scale,rbf
165,25864,9,False,JUMP,False,7936,6751,scale,rbf
166,25864,1,False,SCORE_DIST,False,7936,6751,scale,rbf
167,25864,25,False,PERCENTILES,False,7936,6751,scale,rbf
168,3202,1,False,JUMP,False,7936,3112,scale,rbf
169,3202,1,False,SCORE_DIST,False,7936,3112,scale,rbf
170,3202,25,True,PERCENTILES,False,7936,3112,scale,rbf
171,28,2,False,JUMP,False,7936,3112,scale,rbf
172,28,1,False,SCORE_DIST,False,7936,3112,scale,rbf
173,28,25,True,PERCENTILES,False,7936,3112,scale,rbf
174,757,1,False,JUMP,False,7936,6751,scale,rbf
175,757,1,False,SCORE_DIST,False,7936,6751,scale,rbf
176,757,25,True,PERCENTILES,False,7936,6751,scale,rbf
177,44692,1,False,JUMP,False,7936,10364,scale,rbf
178,44692,1,False,SCORE_DIST,False,7936,10364,scale,rbf
179,44692,25,True,PERCENTILES,False,7936,10364,scale,rbf
180,3202,1,False,JUMP,False,7936,3112,scale,rbf
181,3202,1,False,SCORE_DIST,False,7936,3112,scale,rbf
182,3202,25,True,PERCENTILES,False,7936,3112,scale,rbf
183,27073,1,False,JUMP,False,7936,3112,scale,rbf
184,27073,1,False,SCORE_DIST,False,7936,3112,scale,rbf
185,27073,25,True,PERCENTILES,False,7936,3112,scale,rbf
186,10196,1,False,JUMP,False,7936,10364,scale,rbf
187,10196,1,False,SCORE_DIST,False,7936,10364,scale,rbf
188,10196,25,False,PERCENTILES,False,7936,10364,scale,rbf
189,2781,1,False,JUMP,False,7936,3112,scale,rbf
190,2781,1,False,SCORE_DIST,False,7936,3112,scale,rbf
191,2781,25,False,PERCENTILES,False,7936,3112,scale,rbf
192,2029,1,False,JUMP,False,7936,3112,scale,rbf
193,2029,1,False,SCORE_DIST,False,7936,3112,scale,rbf
194,2029,25,False,PERCENTILES,False,7936,3112,scale,rbf
195,28,1,False,JUMP,False,7936,10364,scale,rbf
196,28,1,False,SCORE_DIST,False,7936,10364,scale,rbf
197,28,25,True,PERCENTILES,False,7936,10364,scale,rbf
198,10364,1,True,JUMP,True,7936,10364,scale,rbf
199,10364,1,True,SCORE_DIST,True,7936,10364,scale,rbf
200,10364,25,True,PERCENTILES,True,7936,10364,scale,rbf
201,3112,1,True,JUMP,True,7936,3112,scale,rbf
202,3112,1,True,SCORE_DIST,True,7936,3112,scale,rbf
203,3112,25,True,PERCENTILES,True,7936,3112,scale,rbf
204,766,1,False,JUMP,False,7936,3112,scale,rbf
205,766,1,False,SCORE_DIST,False,7936,3112,scale,rbf
206,766,25,False,PERCENTILES,False,7936,3112,scale,rbf
207,843,1,False,JUMP,False,7936,10364,scale,rbf
208,843,1,False,SCORE_DIST,False,7936,10364,scale,rbf
209,843,25,True,PERCENTILES,False,7936,10364,scale,rbf
210,13449,1,False,JUMP,False,7936,10364,scale,rbf
211,13449,1,False,SCORE_DIST,False,7936,10364,scale,rbf
212,13449,25,True,PERCENTILES,False,7936,10364,scale,rbf
213,2390,1,False,JUMP,False,7936,3112,scale,rbf
214,2390,1,False,SCORE_DIST,False,7936,3112,scale,rbf
215,2390,25,False,PERCENTILES,False,7936,3112,scale,rbf
216,13492,1,False,JUMP,False,7936,3112,scale,rbf
217,13492,1,False,SCORE_DIST,False,7936,3112,scale,rbf
218,13492,25,True,PERCENTILES,False,7936,3112,scale,rbf
219,15882,1,False,JUMP,False,7936,4857,scale,rbf
220,15882,1,False,SCORE_DIST,False,7936,4857,scale,rbf
221,15882,25,True,PERCENTILES,False,7936,4857,scale,rbf
222,843,3,False,JUMP,False,7936,10364,scale,rbf
223,843,2,False,SCORE_DIST,False,7936,10364,scale,rbf
224,843,25,False,PERCENTILES,False,7936,10364,scale,rbf
225,26776,1,False,JUMP,False,7936,10364,scale,rbf
226,26776,1,False,SCORE_DIST,False,7936,10364,scale,rbf
227,26776,25,True,PERCENTILES,False,7936,10364,scale,rbf
228,6751,6,True,JUMP,True,7936,6751,scale,rbf
229,6751,1,True,SCORE_DIST,True,7936,6751,scale,rbf
230,6751,25,True,PERCENTILES,True,7936,6751,scale,rbf
231,6751,3,True,JUMP,True,7936,6751,scale,rbf
232,6751,1,True,SCORE_DIST,True,7936,6751,scale,rbf
233,6751,25,True,PERCENTILES,True,7936,6751,scale,rbf
234,3202,1,False,JUMP,False,7936,10364,scale,rbf
235,3202,1,False,SCORE_DIST,False,7936,10364,scale,rbf
236,3202,25,True,PERCENTILES,False,7936,10364,scale,rbf
237,388,1,False,JUMP,False,7936,10364,scale,rbf
238,388,1,False,SCORE_DIST,False,7936,10364,scale,rbf
239,388,25,True,PERCENTILES,False,7936,10364,scale,rbf
240,3524,1,False,JUMP,False,7936,3112,scale,rbf
241,3524,1,False,SCORE_DIST,False,7936,3112,scale,rbf
242,3524,25,False,PERCENTILES,False,7936,3112,scale,rbf
243,3245,1,False,JUMP,False,7936,3112,scale,rbf
244,3245,1,False,SCORE_DIST,False,7936,3112,scale,rbf
245,3245,25,False,PERCENTILES,False,7936,3112,scale,rbf
246,7577,1,False,JUMP,False,7936,3112,scale,rbf
247,7577,1,False,SCORE_DIST,False,7936,3112,scale,rbf
248,7577,25,False,PERCENTILES,False,7936,3112,scale,rbf
249,2974,6,False,JUMP,False,7936,10364,scale,rbf
250,2974,3,False,SCORE_DIST,False,7936,10364,scale,rbf
251,2974,25,False,PERCENTILES,False,7936,10364,scale,rbf
252,98,1,False,JUMP,False,7936,3112,scale,rbf
253,98,1,False,SCORE_DIST,False,7936,3112,scale,rbf
254,98,25,True,PERCENTILES,False,7936,3112,scale,rbf
255,20204,1,False,JUMP,False,7936,3112,scale,rbf
256,20204,1,False,SCORE_DIST,False,7936,3112,scale,rbf
257,20204,25,True,PERCENTILES,False,7936,3112,scale,rbf
258,147,1,False,JUMP,False,7936,3112,scale,rbf
259,147,1,False,SCORE_DIST,False,7936,3112,scale,rbf
260,147,25,True,PERCENTILES,False,7936,3112,scale,rbf
261,6751,4,True,JUMP,True,7936,6751,scale,rbf
262,6751,3,True,SCORE_DIST,True,7936,6751,scale,rbf
263,6751,25,True,PERCENTILES,True,7936,6751,scale,rbf
264,15965,1,False,JUMP,False,7936,3112,scale,rbf
265,15965,1,False,SCORE_DIST,False,7936,3112,scale,rbf
266,15965,25,False,PERCENTILES,False,7936,3112,scale,rbf
267,3524,1,False,JUMP,False,7936,3112,scale,rbf
268,3524,2,False,SCORE_DIST,False,7936,3112,scale,rbf
269,3524,25,False,PERCENTILES,False,7936,3112,scale,rbf
270,447,1,False,JUMP,False,7936,4857,scale,rbf
271,447,1,False,SCORE_DIST,False,7936,4857,scale,rbf
272,447,25,True,PERCENTILES,False,7936,4857,scale,rbf
273,4857,1,False,JUMP,False,7936,10364,scale,rbf
274,4857,1,False,SCORE_DIST,False,7936,10364,scale,rbf
275,4857,25,True,PERCENTILES,False,7936,10364,scale,rbf
276,6751,4,True,JUMP,False,7936,3112,scale,rbf
277,6751,1,False,SCORE_DIST,False,7936,3112,scale,rbf
278,6751,25,True,PERCENTILES,False,7936,3112,scale,rbf
279,10759,1,False,JUMP,False,7936,3112,scale,rbf
280,10759,1,False,SCORE_DIST,False,7936,3112,scale,rbf
281,10759,25,True,PERCENTILES,False,7936,3112,scale,rbf
282,35271,1,False,JUMP,False,7936,6751,scale,rbf
283,35271,1,False,SCORE_DIST,False,7936,6751,scale,rbf
284,35271,25,False,PERCENTILES,False,7936,6751,scale,rbf
285,6751,1,False,JUMP,False,7936,3112,scale,rbf
286,6751,1,False,SCORE_DIST,False,7936,3112,scale,rbf
287,6751,25,True,PERCENTILES,False,7936,3112,scale,rbf
288,36817,1,False,JUMP,False,7936,3112,scale,rbf
289,36817,1,False,SCORE_DIST,False,7936,3112,scale,rbf
290,36817,25,False,PERCENTILES,False,7936,3112,scale,rbf
291,3510,1,False,JUMP,False,7936,3112,scale,rbf
292,3510,1,False,SCORE_DIST,False,7936,3112,scale,rbf
293,3510,25,True,PERCENTILES,False,7936,3112,scale,rbf
294,6751,2,True,JUMP,False,7936,3112,scale,rbf
295,6751,3,True,SCORE_DIST,False,7936,3112,scale,rbf
296,6751,25,True,PERCENTILES,False,7936,3112,scale,rbf
297,6751,4,True,JUMP,False,7936,10364,scale,rbf
298,6751,2,True,SCORE_DIST,False,7936,10364,scale,rbf
299,6751,25,True,PERCENTILES,False,7936,10364,scale,rbf
300,13449,3,False,JUMP,False,7936,4857,scale,rbf
301,13449,1,False,SCORE_DIST,False,7936,4857,scale,rbf
302,13449,25,True,PERCENTILES,False,7936,4857,scale,rbf
303,11087,7,False,JUMP,False,7936,6751,scale,rbf
304,11087,1,False,SCORE_DIST,False,7936,6751,scale,rbf
305,11087,25,False,PERCENTILES,False,7936,6751,scale,rbf
306,8342,1,False,JUMP,False,7936,3112,scale,rbf
307,8342,1,False,SCORE_DIST,False,7936,3112,scale,rbf
308,8342,25,False,PERCENTILES,False,7936,3112,scale,rbf
309,3112,1,True,JUMP,True,7936,3112,scale,rbf
310,3112,1,True,SCORE_DIST,True,7936,3112,scale,rbf
311,3112,25,True,PERCENTILES,True,7936,3112,scale,rbf
312,8675,3,False,JUMP,False,7936,10364,scale,rbf
313,8675,1,False,SCORE_DIST,False,7936,10364,scale,rbf
314,8675,25,False,PERCENTILES,False,7936,10364,scale,rbf
315,24960,7,False,JUMP,False,7936,6751,scale,rbf
316,24960,1,False,SCORE_DIST,False,7936,6751,scale,rbf
317,24960,25,False,PERCENTILES,False,7936,6751,scale,rbf
318,147,4,False,JUMP,False,7936,3112,scale,rbf
319,147,1,False,SCORE_DIST,False,7936,3112,scale,rbf
320,147,25,True,PERCENTILES,False,7936,3112,scale,rbf
321,98,1,False,JUMP,False,7936,3112,scale,rbf
322,98,1,False,SCORE_DIST,False,7936,3112,scale,rbf
323,98,25,True,PERCENTILES,False,7936,3112,scale,rbf
324,3202,1,False,JUMP,False,7936,6751,scale,rbf
325,3202,1,False,SCORE_DIST,False,7936,6751,scale,rbf
326,3202,25,True,PERCENTILES,False,7936,6751,scale,rbf
327,222,1,False,JUMP,False,7936,3112,scale,rbf
328,222,1,False,SCORE_DIST,False,7936,3112,scale,rbf
329,222,25,False,PERCENTILES,False,7936,3112,scale,rbf
330,3510,4,False,JUMP,False,7936,10364,scale,rbf
331,3510,2,False,SCORE_DIST,False,7936,10364,scale,rbf
332,3510,25,True,PERCENTILES,False,7936,10364,scale,rbf
333,3082,1,False,JUMP,False,7936,3112,scale,rbf
334,3082,1,False,SCORE_DIST,False,7936,3112,scale,rbf
335,3082,25,True,PERCENTILES,False,7936,3112,scale,rbf
336,20750,1,False,JUMP,False,7936,6751,scale,rbf
337,20750,1,False,SCORE_DIST,False,7936,6751,scale,rbf
338,20750,25,False,PERCENTILES,False,7936,6751,scale,rbf
339,10288,1,False,JUMP,False,7936,3112,scale,rbf
340,10288,1,False,SCORE_DIST,False,7936,3112,scale,rbf
341,10288,25,True,PERCENTILES,False,7936,3112,scale,rbf
342,6751,1,False,JUMP,False,7936,3112,scale,rbf
343,6751,1,False,SCORE_DIST,False,7936,3112,scale,rbf
344,6751,25,True,PERCENTILES,False,7936,3112,scale,rbf
345,224,2,False,JUMP,False,7936,3112,scale,rbf
346,224,2,False,SCORE_DIST,False,7936,3112,scale,rbf
347,224,25,True,PERCENTILES,False,7936,3112,scale,rbf
348,3112,1,True,JUMP,True,7936,3112,scale,rbf
349,3112,1,True,SCORE_DIST,True,7936,3112,scale,rbf
350,3112,25,True,PERCENTILES,True,7936,3112,scale,rbf
351,757,2,False,JUMP,False,7936,3112,scale,rbf
352,757,1,False,SCORE_DIST,False,7936,3112,scale,rbf
353,757,25,True,PERCENTILES,False,7936,3112,scale,rbf
354,757,1,False,JUMP,False,7936,6751,scale,rbf
355,757,1,False,SCORE_DIST,False,7936,6751,scale,rbf
356,757,25,True,PERCENTILES,False,7936,6751,scale,rbf
357,3096,2,False,JUMP,False,7936,3112,scale,rbf
358,3096,3,False,SCORE_DIST,False,7936,3112,scale,rbf
359,3096,25,True,PERCENTILES,False,7936,3112,scale,rbf
360,34298,1,False,JUMP,False,7936,3112,scale,rbf
361,34298,1,False,SCORE_DIST,False,7936,3112,scale,rbf
362,34298,25,True,PERCENTILES,False,7936,3112,scale,rbf
363,3002,1,False,JUMP,False,7936,3112,scale,rbf
364,3002,1,False,SCORE_DIST,False,7936,3112,scale,rbf
365,3002,25,False,PERCENTILES,False,7936,3112,scale,rbf
366,98,2,False,JUMP,False,7936,6751,scale,rbf
367,98,1,False,SCORE_DIST,False,7936,6751,scale,rbf
368,98,25,True,PERCENTILES,False,7936,6751,scale,rbf
369,3202,5,True,JUMP,False,7936,6751,scale,rbf
370,3202,2,False,SCORE_DIST,False,7936,6751,scale,rbf
371,3202,25,True,PERCENTILES,False,7936,6751,scale,rbf
372,6751,2,True,JUMP,True,7936,6751,scale,rbf
373,6751,3,True,SCORE_DIST,True,7936,6751,scale,rbf
374,6751,25,True,PERCENTILES,True,7936,6751,scale,rbf
375,13449,1,False,JUMP,False,7936,10364,scale,rbf
376,13449,1,False,SCORE_DIST,False,7936,10364,scale,rbf
377,13449,25,True,PERCENTILES,False,7936,10364,scale,rbf
378,9153,1,False,JUMP,False,7936,3112,scale,rbf
379,9153,1,False,SCORE_DIST,False,7936,3112,scale,rbf
380,9153,25,False,PERCENTILES,False,7936,3112,scale,rbf
381,9166,1,False,JUMP,False,7936,3510,scale,rbf
382,9166,1,False,SCORE_DIST,False,7936,3510,scale,rbf
383,9166,25,False,PERCENTILES,False,7936,3510,scale,rbf
384,10364,3,True,JUMP,True,7936,10364,scale,rbf
385,10364,1,True,SCORE_DIST,True,7936,10364,scale,rbf
386,10364,25,True,PERCENTILES,True,7936,10364,scale,rbf
387,6751,1,False,JUMP,False,7936,10364,scale,rbf
388,6751,1,False,SCORE_DIST,False,7936,10364,scale,rbf
389,6751,25,True,PERCENTILES,False,7936,10364,scale,rbf
390,10364,3,True,JUMP,True,7936,10364,scale,rbf
391,10364,1,True,SCORE_DIST,True,7936,10364,scale,rbf
392,10364,25,True,PERCENTILES,True,7936,10364,scale,rbf
393,30016,1,False,JUMP,False,7936,3112,scale,rbf
394,30016,1,False,SCORE_DIST,False,7936,3112,scale,rbf
395,30016,25,False,PERCENTILES,False,7936,3112,scale,rbf
396,18654,1,False,JUMP,False,7936,10364,scale,rbf
397,18654,1,False,SCORE_DIST,False,7936,10364,scale,rbf
398,18654,25,False,PERCENTILES,False,7936,10364,scale,rbf
399,3510,1,False,JUMP,False,7936,3112,scale,rbf
400,3510,1,False,SCORE_DIST,False,7936,3112,scale,rbf
401,3510,25,True,PERCENTILES,False,7936,3112,scale,rbf
402,30579,1,False,JUMP,False,7936,3112,scale,rbf
403,30579,1,False,SCORE_DIST,False,7936,3112,scale,rbf
404,30579,25,False,PERCENTILES,False,7936,3112,scale,rbf
405,7312,3,False,JUMP,False,7936,4857,scale,rbf
406,7312,2,False,SCORE_DIST,False,7936,4857,scale,rbf
407,7312,25,False,PERCENTILES,False,7936,4857,scale,rbf
408,16636,1,False,JUMP,False,7936,3112,scale,rbf
409,16636,1,False,SCORE_DIST,False,7936,3112,scale,rbf
410,16636,25,False,PERCENTILES,False,7936,3112,scale,rbf
411,178,1,False,JUMP,False,7936,3112,scale,rbf
412,178,1,False,SCORE_DIST,False,7936,3112,scale,rbf
413,178,25,False,PERCENTILES,False,7936,3112,scale,rbf
414,1948,1,False,JUMP,False,7936,3510,scale,rbf
415,1948,1,False,SCORE_DIST,False,7936,3510,scale,rbf
416,1948,25,False,PERCENTILES,False,7936,3510,scale,rbf
417,10364,1,True,JUMP,True,7936,10364,scale,rbf
418,10364,1,True,SCORE_DIST,True,7936,10364,scale,rbf
419,10364,25,True,PERCENTILES,True,7936,10364,scale,rbf
420,564,1,False,JUMP,False,7936,10364,scale,rbf
421,564,1,False,SCORE_DIST,False,7936,10364,scale,rbf
422,564,25,False,PERCENTILES,False,7936,10364,scale,rbf
423,388,1,False,JUMP,False,7936,3112,scale,rbf
424,388,1,False,SCORE_DIST,False,7936,3112,scale,rbf
425,388,25,True,PERCENTILES,False,7936,3112,scale,rbf
426,3202,2,False,JUMP,False,7936,6751,scale,rbf
427,3202,2,False,SCORE_DIST,False,7936,6751,scale,rbf
428,3202,25,True,PERCENTILES,False,7936,6751,scale,rbf
429,447,3,False,JUMP,False,7936,10364,scale,rbf
430,447,1,False,SCORE_DIST,False,7936,10364,scale,rbf
431,447,25,True,PERCENTILES,False,7936,10364,scale,rbf
432,883,1,False,JUMP,False,7936,3112,scale,rbf
433,883,1,False,SCORE_DIST,False,7936,3112,scale,rbf
434,883,25,False,PERCENTILES,False,7936,3112,scale,rbf
435,14515,4,False,JUMP,False,7936,3112,scale,rbf
436,14515,3,False,SCORE_DIST,False,7936,3112,scale,rbf
437,14515,25,False,PERCENTILES,False,7936,3112,scale,rbf
438,10288,1,False,JUMP,False,7936,6751,scale,rbf
439,10288,1,False,SCORE_DIST,False,7936,6751,scale,rbf
440,10288,25,True,PERCENTILES,False,7936,6751,scale,rbf
441,6751,3,True,JUMP,False,7936,10364,scale,rbf
442,6751,1,False,SCORE_DIST,False,7936,10364,scale,rbf
443,6751,25,True,PERCENTILES,False,7936,10364,scale,rbf
444,3202,1,False,JUMP,False,7936,3112,scale,rbf
445,3202,1,False,SCORE_DIST,False,7936,3112,scale,rbf
