,Actual Class,Class Size,Correct Class,Equiv Class,Largest Possible Class Size,Predicted Class,gamma,kernel
68,13449,25,True,PERCENTILES,251,13449,scale,linear
69,3112,1,True,JUMP,251,3112,scale,linear
70,3112,1,True,SCORE_DIST,251,3112,scale,linear
71,3112,25,True,PERCENTILES,251,3112,scale,linear
72,98,1,False,JUMP,251,4857,scale,linear
73,98,1,False,SCORE_DIST,251,4857,scale,linear
74,98,25,True,PERCENTILES,251,4857,scale,linear
75,13449,1,False,JUMP,251,3510,scale,linear
76,13449,1,False,SCORE_DIST,251,3510,scale,linear
77,13449,25,True,PERCENTILES,251,3510,scale,linear
78,10364,4,True,JUMP,251,3112,scale,linear
79,10364,1,False,SCORE_DIST,251,3112,scale,linear
80,10364,25,True,PERCENTILES,251,3112,scale,linear
81,3510,1,True,JUMP,251,3510,scale,linear
82,3510,1,True,SCORE_DIST,251,3510,scale,linear
83,3510,25,True,PERCENTILES,251,3510,scale,linear
84,26776,6,False,JUMP,251,3202,scale,linear
85,26776,2,False,SCORE_DIST,251,3202,scale,linear
86,26776,25,True,PERCENTILES,251,3202,scale,linear
87,147,1,True,JUMP,251,147,scale,linear
88,147,1,True,SCORE_DIST,251,147,scale,linear
89,147,25,True,PERCENTILES,251,147,scale,linear
90,3510,1,True,JUMP,251,3510,scale,linear
91,3510,1,True,SCORE_DIST,251,3510,scale,linear
92,3510,25,True,PERCENTILES,251,3510,scale,linear
93,9304,1,False,JUMP,251,3510,scale,linear
94,9304,1,False,SCORE_DIST,251,3510,scale,linear
95,9304,25,False,PERCENTILES,251,3510,scale,linear
96,3096,1,False,JUMP,251,3112,scale,linear
97,3096,1,False,SCORE_DIST,251,3112,scale,linear
98,3096,25,True,PERCENTILES,251,3112,scale,linear
99,61,1,False,JUMP,251,3510,scale,linear
100,61,2,False,SCORE_DIST,251,3510,scale,linear
101,61,25,False,PERCENTILES,251,3510,scale,linear
102,10293,1,False,JUMP,251,3112,scale,linear
103,10293,1,False,SCORE_DIST,251,3112,scale,linear
104,10293,25,True,PERCENTILES,251,3112,scale,linear
105,44692,1,False,JUMP,251,10364,scale,linear
106,44692,1,False,SCORE_DIST,251,10364,scale,linear
107,44692,25,True,PERCENTILES,251,10364,scale,linear
108,3202,1,False,JUMP,251,13449,scale,linear
109,3202,1,False,SCORE_DIST,251,13449,scale,linear
110,3202,25,True,PERCENTILES,251,13449,scale,linear
111,710,1,False,JUMP,251,3202,scale,linear
112,710,1,False,SCORE_DIST,251,3202,scale,linear
113,710,25,True,PERCENTILES,251,3202,scale,linear
114,10759,1,False,JUMP,251,3082,scale,linear
115,10759,1,False,SCORE_DIST,251,3082,scale,linear
116,10759,25,False,PERCENTILES,251,3082,scale,linear
117,9190,2,False,JUMP,251,4857,scale,linear
118,9190,1,False,SCORE_DIST,251,4857,scale,linear
119,9190,25,False,PERCENTILES,251,4857,scale,linear
120,6751,1,True,JUMP,251,6751,scale,linear
121,6751,1,True,SCORE_DIST,251,6751,scale,linear
122,6751,25,True,PERCENTILES,251,6751,scale,linear
123,891,1,False,JUMP,251,98,scale,linear
124,891,1,False,SCORE_DIST,251,98,scale,linear
125,891,25,True,PERCENTILES,251,98,scale,linear
126,51255,1,False,JUMP,251,3202,scale,linear
127,51255,1,False,SCORE_DIST,251,3202,scale,linear
128,51255,25,False,PERCENTILES,251,3202,scale,linear
129,22,1,False,JUMP,251,6751,scale,linear
130,22,1,False,SCORE_DIST,251,6751,scale,linear
131,22,25,False,PERCENTILES,251,6751,scale,linear
132,3510,1,True,JUMP,251,3510,scale,linear
133,3510,1,True,SCORE_DIST,251,3510,scale,linear
134,3510,25,True,PERCENTILES,251,3510,scale,linear
135,49281,1,False,JUMP,251,3112,scale,linear
136,49281,1,False,SCORE_DIST,251,3112,scale,linear
137,49281,25,True,PERCENTILES,251,3112,scale,linear
138,371,1,False,JUMP,251,98,scale,linear
139,371,1,False,SCORE_DIST,251,98,scale,linear
140,371,25,True,PERCENTILES,251,98,scale,linear
141,756,1,False,JUMP,251,3202,scale,linear
142,756,1,False,SCORE_DIST,251,3202,scale,linear
143,756,25,False,PERCENTILES,251,3202,scale,linear
144,28088,1,False,JUMP,251,13449,scale,linear
145,28088,1,False,SCORE_DIST,251,13449,scale,linear
146,28088,25,False,PERCENTILES,251,13449,scale,linear
147,4857,1,True,JUMP,251,4857,scale,linear
148,4857,1,True,SCORE_DIST,251,4857,scale,linear
149,4857,25,True,PERCENTILES,251,4857,scale,linear
150,61,1,False,JUMP,251,3202,scale,linear
151,61,1,False,SCORE_DIST,251,3202,scale,linear
152,61,25,True,PERCENTILES,251,3202,scale,linear
153,447,4,True,JUMP,251,3202,scale,linear
154,447,4,True,SCORE_DIST,251,3202,scale,linear
155,447,25,True,PERCENTILES,251,3202,scale,linear
156,10364,1,False,JUMP,251,3510,scale,linear
157,10364,1,False,SCORE_DIST,251,3510,scale,linear
158,10364,25,True,PERCENTILES,251,3510,scale,linear
159,371,3,False,JUMP,251,3112,scale,linear
160,371,3,False,SCORE_DIST,251,3112,scale,linear
161,371,25,True,PERCENTILES,251,3112,scale,linear
162,14019,1,False,JUMP,251,4857,scale,linear
163,14019,1,False,SCORE_DIST,251,4857,scale,linear
164,14019,25,False,PERCENTILES,251,4857,scale,linear
165,8918,2,False,JUMP,251,13449,scale,linear
166,8918,1,False,SCORE_DIST,251,13449,scale,linear
167,8918,25,False,PERCENTILES,251,13449,scale,linear
168,3112,1,False,JUMP,251,13449,scale,linear
169,3112,1,False,SCORE_DIST,251,13449,scale,linear
170,3112,25,True,PERCENTILES,251,13449,scale,linear
171,31706,5,False,JUMP,251,10364,scale,linear
172,31706,2,False,SCORE_DIST,251,10364,scale,linear
173,31706,25,True,PERCENTILES,251,10364,scale,linear
174,3202,2,True,JUMP,251,3202,scale,linear
175,3202,2,True,SCORE_DIST,251,3202,scale,linear
176,3202,25,True,PERCENTILES,251,3202,scale,linear
177,10364,3,True,JUMP,251,10364,scale,linear
178,10364,1,True,SCORE_DIST,251,10364,scale,linear
179,10364,25,True,PERCENTILES,251,10364,scale,linear
180,29870,1,False,JUMP,251,3082,scale,linear
181,29870,1,False,SCORE_DIST,251,3082,scale,linear
182,29870,25,True,PERCENTILES,251,3082,scale,linear
183,710,1,False,JUMP,251,3202,scale,linear
184,710,1,False,SCORE_DIST,251,3202,scale,linear
185,710,25,True,PERCENTILES,251,3202,scale,linear
186,27073,1,False,JUMP,251,10364,scale,linear
187,27073,1,False,SCORE_DIST,251,10364,scale,linear
188,27073,25,False,PERCENTILES,251,10364,scale,linear
189,4857,1,False,JUMP,251,6751,scale,linear
190,4857,1,False,SCORE_DIST,251,6751,scale,linear
191,4857,25,True,PERCENTILES,251,6751,scale,linear
192,3082,1,False,JUMP,251,98,scale,linear
193,3082,1,False,SCORE_DIST,251,98,scale,linear
194,3082,25,True,PERCENTILES,251,98,scale,linear
195,843,1,False,JUMP,251,3112,scale,linear
196,843,1,False,SCORE_DIST,251,3112,scale,linear
197,843,25,True,PERCENTILES,251,3112,scale,linear
198,352,1,False,JUMP,251,48354,scale,linear
199,352,1,False,SCORE_DIST,251,48354,scale,linear
200,352,25,False,PERCENTILES,251,48354,scale,linear
201,19644,1,False,JUMP,251,6751,scale,linear
202,19644,1,False,SCORE_DIST,251,6751,scale,linear
203,19644,25,False,PERCENTILES,251,6751,scale,linear
204,7066,3,False,JUMP,251,3510,scale,linear
205,7066,1,False,SCORE_DIST,251,3510,scale,linear
206,7066,25,True,PERCENTILES,251,3510,scale,linear
207,3096,1,False,JUMP,251,4857,scale,linear
208,3096,1,False,SCORE_DIST,251,4857,scale,linear
209,3096,25,True,PERCENTILES,251,4857,scale,linear
210,8342,1,False,JUMP,251,6751,scale,linear
211,8342,1,False,SCORE_DIST,251,6751,scale,linear
212,8342,25,False,PERCENTILES,251,6751,scale,linear
213,10364,1,True,JUMP,251,10364,scale,linear
214,10364,1,True,SCORE_DIST,251,10364,scale,linear
215,10364,25,True,PERCENTILES,251,10364,scale,linear
216,51255,1,False,JUMP,251,13449,scale,linear
217,51255,2,False,SCORE_DIST,251,13449,scale,linear
218,51255,25,False,PERCENTILES,251,13449,scale,linear
219,3179,1,False,JUMP,251,3112,scale,linear
220,3179,1,False,SCORE_DIST,251,3112,scale,linear
221,3179,25,False,PERCENTILES,251,3112,scale,linear
222,38304,2,False,JUMP,251,3112,scale,linear
223,38304,1,False,SCORE_DIST,251,3112,scale,linear
224,38304,25,False,PERCENTILES,251,3112,scale,linear
225,224,1,False,JUMP,251,3112,scale,linear
226,224,1,False,SCORE_DIST,251,3112,scale,linear
227,224,25,True,PERCENTILES,251,3112,scale,linear
228,757,4,True,JUMP,251,44692,scale,linear
229,757,1,False,SCORE_DIST,251,44692,scale,linear
230,757,25,True,PERCENTILES,251,44692,scale,linear
231,3202,2,False,JUMP,251,6751,scale,linear
232,3202,1,False,SCORE_DIST,251,6751,scale,linear
233,3202,25,True,PERCENTILES,251,6751,scale,linear
234,3510,1,False,JUMP,251,4857,scale,linear
235,3510,1,False,SCORE_DIST,251,4857,scale,linear
236,3510,25,True,PERCENTILES,251,4857,scale,linear
237,10196,1,False,JUMP,251,3082,scale,linear
238,10196,2,False,SCORE_DIST,251,3082,scale,linear
239,10196,25,False,PERCENTILES,251,3082,scale,linear
240,4857,1,False,JUMP,251,10364,scale,linear
241,4857,1,False,SCORE_DIST,251,10364,scale,linear
242,4857,25,True,PERCENTILES,251,10364,scale,linear
243,6751,1,False,JUMP,251,98,scale,linear
244,6751,1,False,SCORE_DIST,251,98,scale,linear
245,6751,25,True,PERCENTILES,251,98,scale,linear
246,49281,1,False,JUMP,251,3202,scale,linear
247,49281,1,False,SCORE_DIST,251,3202,scale,linear
248,49281,25,True,PERCENTILES,251,3202,scale,linear
249,3082,1,False,JUMP,251,4857,scale,linear
250,3082,1,False,SCORE_DIST,251,4857,scale,linear
251,3082,25,True,PERCENTILES,251,4857,scale,linear
252,9824,1,False,JUMP,251,6751,scale,linear
253,9824,1,False,SCORE_DIST,251,6751,scale,linear
254,9824,25,False,PERCENTILES,251,6751,scale,linear
255,7445,1,False,JUMP,251,147,scale,linear
256,7445,1,False,SCORE_DIST,251,147,scale,linear
257,7445,25,False,PERCENTILES,251,147,scale,linear
258,757,1,False,JUMP,251,6751,scale,linear
259,757,1,False,SCORE_DIST,251,6751,scale,linear
260,757,25,True,PERCENTILES,251,6751,scale,linear
261,10759,1,False,JUMP,251,10364,scale,linear
262,10759,1,False,SCORE_DIST,251,10364,scale,linear
263,10759,25,True,PERCENTILES,251,10364,scale,linear
264,757,1,False,JUMP,251,147,scale,linear
265,757,1,False,SCORE_DIST,251,147,scale,linear
266,757,25,True,PERCENTILES,251,147,scale,linear
267,98,3,True,JUMP,251,98,scale,linear
268,98,2,True,SCORE_DIST,251,98,scale,linear
269,98,25,True,PERCENTILES,251,98,scale,linear
270,10759,2,False,JUMP,251,44692,scale,linear
271,10759,3,False,SCORE_DIST,251,44692,scale,linear
272,10759,25,True,PERCENTILES,251,44692,scale,linear
273,147,1,True,JUMP,251,147,scale,linear
274,147,1,True,SCORE_DIST,251,147,scale,linear
275,147,25,True,PERCENTILES,251,147,scale,linear
276,36817,1,False,JUMP,251,147,scale,linear
277,36817,2,False,SCORE_DIST,251,147,scale,linear
278,36817,25,True,PERCENTILES,251,147,scale,linear
279,7453,1,False,JUMP,251,3112,scale,linear
280,7453,1,False,SCORE_DIST,251,3112,scale,linear
281,7453,25,False,PERCENTILES,251,3112,scale,linear
282,2630,1,False,JUMP,251,10364,scale,linear
283,2630,1,False,SCORE_DIST,251,10364,scale,linear
284,2630,25,False,PERCENTILES,251,10364,scale,linear
285,3510,1,False,JUMP,251,3202,scale,linear
286,3510,1,False,SCORE_DIST,251,3202,scale,linear
287,3510,25,True,PERCENTILES,251,3202,scale,linear
288,29870,1,False,JUMP,251,6751,scale,linear
289,29870,1,False,SCORE_DIST,251,6751,scale,linear
290,29870,25,True,PERCENTILES,251,6751,scale,linear
291,98,1,False,JUMP,251,3112,scale,linear
292,98,1,False,SCORE_DIST,251,3112,scale,linear
293,98,25,True,PERCENTILES,251,3112,scale,linear
294,13449,2,False,JUMP,251,3202,scale,linear
295,13449,2,False,SCORE_DIST,251,3202,scale,linear
296,13449,25,True,PERCENTILES,251,3202,scale,linear
297,11087,1,False,JUMP,251,13449,scale,linear
298,11087,1,False,SCORE_DIST,251,13449,scale,linear
299,11087,25,False,PERCENTILES,251,13449,scale,linear
300,48354,1,False,JUMP,251,6751,scale,linear
301,48354,1,False,SCORE_DIST,251,6751,scale,linear
302,48354,25,True,PERCENTILES,251,6751,scale,linear
303,18654,1,False,JUMP,251,98,scale,linear
304,18654,1,False,SCORE_DIST,251,98,scale,linear
305,18654,25,True,PERCENTILES,251,98,scale,linear
306,6751,1,True,JUMP,251,6751,scale,linear
307,6751,1,True,SCORE_DIST,251,6751,scale,linear
308,6751,25,True,PERCENTILES,251,6751,scale,linear
309,3082,1,False,JUMP,251,4857,scale,linear
310,3082,1,False,SCORE_DIST,251,4857,scale,linear
311,3082,25,True,PERCENTILES,251,4857,scale,linear
312,29870,1,False,JUMP,251,6751,scale,linear
313,29870,2,False,SCORE_DIST,251,6751,scale,linear
314,29870,25,True,PERCENTILES,251,6751,scale,linear
315,221,4,False,JUMP,251,41428,scale,linear
316,221,2,False,SCORE_DIST,251,41428,scale,linear
317,221,25,True,PERCENTILES,251,41428,scale,linear
318,39095,2,False,JUMP,251,6751,scale,linear
319,39095,1,False,SCORE_DIST,251,6751,scale,linear
320,39095,25,False,PERCENTILES,251,6751,scale,linear
321,10364,1,False,JUMP,251,3510,scale,linear
322,10364,1,False,SCORE_DIST,251,3510,scale,linear
323,10364,25,True,PERCENTILES,251,3510,scale,linear
324,13470,1,False,JUMP,251,3202,scale,linear
325,13470,1,False,SCORE_DIST,251,3202,scale,linear
326,13470,25,False,PERCENTILES,251,3202,scale,linear
327,2052,1,False,JUMP,251,98,scale,linear
328,2052,2,False,SCORE_DIST,251,98,scale,linear
329,2052,25,False,PERCENTILES,251,98,scale,linear
330,44692,1,False,JUMP,251,3202,scale,linear
331,44692,1,False,SCORE_DIST,251,3202,scale,linear
332,44692,25,True,PERCENTILES,251,3202,scale,linear
333,3510,1,False,JUMP,251,3112,scale,linear
334,3510,1,False,SCORE_DIST,251,3112,scale,linear
335,3510,25,True,PERCENTILES,251,3112,scale,linear
336,4857,1,False,JUMP,251,10364,scale,linear
337,4857,1,False,SCORE_DIST,251,10364,scale,linear
338,4857,25,True,PERCENTILES,251,10364,scale,linear
339,27787,1,False,JUMP,251,10364,scale,linear
340,27787,2,False,SCORE_DIST,251,10364,scale,linear
341,27787,25,False,PERCENTILES,251,10364,scale,linear
342,13449,1,True,JUMP,251,13449,scale,linear
343,13449,1,True,SCORE_DIST,251,13449,scale,linear
344,13449,25,True,PERCENTILES,251,13449,scale,linear
345,10759,1,False,JUMP,251,3510,scale,linear
346,10759,1,False,SCORE_DIST,251,3510,scale,linear
347,10759,25,True,PERCENTILES,251,3510,scale,linear
348,2318,1,False,JUMP,251,4857,scale,linear
349,2318,1,False,SCORE_DIST,251,4857,scale,linear
350,2318,25,False,PERCENTILES,251,4857,scale,linear
351,14515,1,False,JUMP,251,3202,scale,linear
352,14515,1,False,SCORE_DIST,251,3202,scale,linear
353,14515,25,False,PERCENTILES,251,3202,scale,linear
354,44692,1,True,JUMP,251,44692,scale,linear
355,44692,1,True,SCORE_DIST,251,44692,scale,linear
356,44692,25,True,PERCENTILES,251,44692,scale,linear
357,28,1,False,JUMP,251,4857,scale,linear
358,28,1,False,SCORE_DIST,251,4857,scale,linear
359,28,25,True,PERCENTILES,251,4857,scale,linear
360,147,1,True,JUMP,251,147,scale,linear
361,147,1,True,SCORE_DIST,251,147,scale,linear
362,147,25,True,PERCENTILES,251,147,scale,linear
363,98,2,False,JUMP,251,10293,scale,linear
364,98,2,False,SCORE_DIST,251,10293,scale,linear
365,98,25,True,PERCENTILES,251,10293,scale,linear
366,10364,1,True,JUMP,251,10364,scale,linear
367,10364,1,True,SCORE_DIST,251,10364,scale,linear
368,10364,25,True,PERCENTILES,251,10364,scale,linear
369,28088,1,False,JUMP,251,13449,scale,linear
370,28088,1,False,SCORE_DIST,251,13449,scale,linear
371,28088,25,False,PERCENTILES,251,13449,scale,linear
372,28,1,False,JUMP,251,10364,scale,linear
373,28,1,False,SCORE_DIST,251,10364,scale,linear
374,28,25,True,PERCENTILES,251,10364,scale,linear
375,3510,1,True,JUMP,251,3510,scale,linear
376,3510,2,True,SCORE_DIST,251,3510,scale,linear
377,3510,25,True,PERCENTILES,251,3510,scale,linear
378,9029,1,False,JUMP,251,3096,scale,linear
379,9029,1,False,SCORE_DIST,251,3096,scale,linear
380,9029,25,False,PERCENTILES,251,3096,scale,linear
381,4857,1,False,JUMP,251,6751,scale,linear
382,4857,1,False,SCORE_DIST,251,6751,scale,linear
383,4857,25,True,PERCENTILES,251,6751,scale,linear
384,4857,1,False,JUMP,251,10364,scale,linear
385,4857,1,False,SCORE_DIST,251,10364,scale,linear
386,4857,25,True,PERCENTILES,251,10364,scale,linear
387,2566,1,False,JUMP,251,3112,scale,linear
388,2566,1,False,SCORE_DIST,251,3112,scale,linear
389,2566,25,False,PERCENTILES,251,3112,scale,linear
390,7312,1,False,JUMP,251,10364,scale,linear
391,7312,1,False,SCORE_DIST,251,10364,scale,linear
392,7312,25,True,PERCENTILES,251,10364,scale,linear
393,3112,1,True,JUMP,251,3112,scale,linear
394,3112,1,True,SCORE_DIST,251,3112,scale,linear
395,3112,25,True,PERCENTILES,251,3112,scale,linear
396,3112,1,True,JUMP,251,3112,scale,linear
397,3112,1,True,SCORE_DIST,251,3112,scale,linear
398,3112,25,True,PERCENTILES,251,3112,scale,linear
399,371,1,False,JUMP,251,3202,scale,linear
400,371,1,False,SCORE_DIST,251,3202,scale,linear
401,371,25,True,PERCENTILES,251,3202,scale,linear
402,3112,1,True,JUMP,251,3112,scale,linear
403,3112,1,True,SCORE_DIST,251,3112,scale,linear
404,3112,25,True,PERCENTILES,251,3112,scale,linear
405,3510,1,True,JUMP,251,3510,scale,linear
406,3510,1,True,SCORE_DIST,251,3510,scale,linear
407,3510,25,True,PERCENTILES,251,3510,scale,linear
408,1948,1,False,JUMP,251,10364,scale,linear
409,1948,2,False,SCORE_DIST,251,10364,scale,linear
410,1948,25,False,PERCENTILES,251,10364,scale,linear
411,11087,1,False,JUMP,251,3096,scale,linear
412,11087,2,False,SCORE_DIST,251,3096,scale,linear
413,11087,25,False,PERCENTILES,251,3096,scale,linear
414,3202,1,True,JUMP,251,3202,scale,linear
415,3202,1,True,SCORE_DIST,251,3202,scale,linear
416,3202,25,True,PERCENTILES,251,3202,scale,linear
417,13449,1,True,JUMP,251,13449,scale,linear
418,13449,1,True,SCORE_DIST,251,13449,scale,linear
419,13449,25,True,PERCENTILES,251,13449,scale,linear
420,32193,1,False,JUMP,251,3096,scale,linear
421,32193,1,False,SCORE_DIST,251,3096,scale,linear
422,32193,25,False,PERCENTILES,251,3096,scale,linear
423,7066,1,False,JUMP,251,3202,scale,linear
424,7066,1,False,SCORE_DIST,251,3202,scale,linear
425,7066,25,True,PERCENTILES,251,3202,scale,linear
426,147,1,False,JUMP,251,3510,scale,linear
427,147,1,False,SCORE_DIST,251,3510,scale,linear
428,147,25,True,PERCENTILES,251,3510,scale,linear
429,85,1,False,JUMP,251,6751,scale,linear
430,85,1,False,SCORE_DIST,251,6751,scale,linear
431,85,25,False,PERCENTILES,251,6751,scale,linear
432,10155,1,False,JUMP,251,4857,scale,linear
433,10155,1,False,SCORE_DIST,251,4857,scale,linear
434,10155,25,False,PERCENTILES,251,4857,scale,linear
435,6619,1,False,JUMP,251,4857,scale,linear
436,6619,2,False,SCORE_DIST,251,4857,scale,linear
437,6619,25,False,PERCENTILES,251,4857,scale,linear
438,447,1,False,JUMP,251,3202,scale,linear
439,447,2,False,SCORE_DIST,251,3202,scale,linear
440,447,25,True,PERCENTILES,251,3202,scale,linear
441,51255,1,False,JUMP,251,13449,scale,linear
442,51255,1,False,SCORE_DIST,251,13449,scale,linear
443,51255,25,False,PERCENTILES,251,13449,scale,linear
444,766,1,False,JUMP,251,98,scale,linear
445,766,1,False,SCORE_DIST,251,98,scale,linear
446,766,25,False,PERCENTILES,251,98,scale,linear
447,3510,3,True,JUMP,251,3112,scale,linear
448,3510,2,True,SCORE_DIST,251,3112,scale,linear
449,3510,25,True,PERCENTILES,251,3112,scale,linear
450,41428,1,True,JUMP,251,41428,scale,linear
451,41428,2,True,SCORE_DIST,251,41428,scale,linear
452,41428,25,True,PERCENTILES,251,41428,scale,linear
453,4857,2,False,JUMP,251,224,scale,linear
454,4857,2,False,SCORE_DIST,251,224,scale,linear
455,4857,25,True,PERCENTILES,251,224,scale,linear
456,3112,1,True,JUMP,251,3112,scale,linear
457,3112,1,True,SCORE_DIST,251,3112,scale,linear
458,3112,25,True,PERCENTILES,251,3112,scale,linear
459,605,1,False,JUMP,251,3510,scale,linear
460,605,1,False,SCORE_DIST,251,3510,scale,linear
461,605,25,False,PERCENTILES,251,3510,scale,linear
462,2169,1,False,JUMP,251,41428,scale,linear
463,2169,2,False,SCORE_DIST,251,41428,scale,linear
464,2169,25,False,PERCENTILES,251,41428,scale,linear
465,20750,3,False,JUMP,251,6751,scale,linear
466,20750,2,False,SCORE_DIST,251,6751,scale,linear
467,20750,25,True,PERCENTILES,251,6751,scale,linear
468,3510,1,False,JUMP,251,44692,scale,linear
469,3510,2,True,SCORE_DIST,251,44692,scale,linear
470,3510,25,True,PERCENTILES,251,44692,scale,linear
471,3112,1,True,JUMP,251,3112,scale,linear
472,3112,1,True,SCORE_DIST,251,3112,scale,linear
473,3112,25,True,PERCENTILES,251,3112,scale,linear
474,30579,2,True,JUMP,251,13449,scale,linear
475,30579,2,True,SCORE_DIST,251,13449,scale,linear
476,30579,25,True,PERCENTILES,251,13449,scale,linear
477,3112,1,True,JUMP,251,3112,scale,linear
478,3112,1,True,SCORE_DIST,251,3112,scale,linear
479,3112,25,True,PERCENTILES,251,3112,scale,linear
480,447,1,False,JUMP,251,10364,scale,linear
481,447,1,False,SCORE_DIST,251,10364,scale,linear
482,447,25,True,PERCENTILES,251,10364,scale,linear
483,27210,1,False,JUMP,251,3510,scale,linear
484,27210,1,False,SCORE_DIST,251,3510,scale,linear
485,27210,25,False,PERCENTILES,251,3510,scale,linear
486,29870,1,False,JUMP,251,3510,scale,linear
487,29870,2,False,SCORE_DIST,251,3510,scale,linear
488,29870,25,True,PERCENTILES,251,3510,scale,linear
489,44692,1,False,JUMP,251,98,scale,linear
490,44692,1,False,SCORE_DIST,251,98,scale,linear
491,44692,25,True,PERCENTILES,251,98,scale,linear
492,6751,1,True,JUMP,251,6751,scale,linear
493,6751,1,True,SCORE_DIST,251,6751,scale,linear
494,6751,25,True,PERCENTILES,251,6751,scale,linear
495,257,1,False,JUMP,251,3510,scale,linear
496,257,1,False,SCORE_DIST,251,3510,scale,linear
497,257,25,False,PERCENTILES,251,3510,scale,linear
498,3312,1,False,JUMP,251,44692,scale,linear
499,3312,1,False,SCORE_DIST,251,44692,scale,linear
500,3312,25,False,PERCENTILES,251,44692,scale,linear
501,2974,1,False,JUMP,251,3202,scale,linear
502,2974,2,False,SCORE_DIST,251,3202,scale,linear
503,2974,25,False,PERCENTILES,251,3202,scale,linear
504,6751,1,False,JUMP,251,98,scale,linear
505,6751,1,False,SCORE_DIST,251,98,scale,linear
506,6751,25,True,PERCENTILES,251,98,scale,linear
507,10364,2,True,JUMP,251,3112,scale,linear
508,10364,1,False,SCORE_DIST,251,3112,scale,linear
509,10364,25,True,PERCENTILES,251,3112,scale,linear
510,41428,1,False,JUMP,251,13449,scale,linear
511,41428,1,False,SCORE_DIST,251,13449,scale,linear
512,41428,25,True,PERCENTILES,251,13449,scale,linear
513,28,1,False,JUMP,251,3202,scale,linear
