,Actual Class,Class Size,Correct Class Predicted,Equiv Class,Exact User Predicted,Largest Possible Class Size,Predicted Class,gamma,kernel
36,7312,3,False,JUMP,False,7936,3112,scale,rbf
37,7312,2,False,SCORE_DIST,False,7936,3112,scale,rbf
38,7312,25,False,PERCENTILES,False,7936,3112,scale,rbf
39,757,1,False,JUMP,False,7936,6751,scale,rbf
40,757,2,False,SCORE_DIST,False,7936,6751,scale,rbf
41,757,25,True,PERCENTILES,False,7936,6751,scale,rbf
42,13449,1,False,JUMP,False,7936,6751,scale,rbf
43,13449,1,False,SCORE_DIST,False,7936,6751,scale,rbf
44,13449,25,True,PERCENTILES,False,7936,6751,scale,rbf
45,9190,4,False,JUMP,False,7936,3202,scale,rbf
46,9190,3,False,SCORE_DIST,False,7936,3202,scale,rbf
47,9190,25,False,PERCENTILES,False,7936,3202,scale,rbf
48,10364,1,True,JUMP,True,7936,10364,scale,rbf
49,10364,1,True,SCORE_DIST,True,7936,10364,scale,rbf
50,10364,25,True,PERCENTILES,True,7936,10364,scale,rbf
51,3510,1,False,JUMP,False,7936,3202,scale,rbf
52,3510,1,False,SCORE_DIST,False,7936,3202,scale,rbf
53,3510,25,True,PERCENTILES,False,7936,3202,scale,rbf
54,6751,1,False,JUMP,False,7936,3112,scale,rbf
55,6751,1,False,SCORE_DIST,False,7936,3112,scale,rbf
56,6751,25,True,PERCENTILES,False,7936,3112,scale,rbf
57,28,1,False,JUMP,False,7936,10364,scale,rbf
58,28,1,False,SCORE_DIST,False,7936,10364,scale,rbf
59,28,25,True,PERCENTILES,False,7936,10364,scale,rbf
60,22134,4,False,JUMP,False,7936,6751,scale,rbf
61,22134,2,False,SCORE_DIST,False,7936,6751,scale,rbf
62,22134,25,False,PERCENTILES,False,7936,6751,scale,rbf
63,3510,1,True,JUMP,True,7936,3510,scale,rbf
64,3510,1,True,SCORE_DIST,True,7936,3510,scale,rbf
65,3510,25,True,PERCENTILES,True,7936,3510,scale,rbf
66,3245,4,False,JUMP,False,7936,10364,scale,rbf
67,3245,2,False,SCORE_DIST,False,7936,10364,scale,rbf
68,3245,25,False,PERCENTILES,False,7936,10364,scale,rbf
69,2052,1,False,JUMP,False,7936,6751,scale,rbf
70,2052,1,False,SCORE_DIST,False,7936,6751,scale,rbf
71,2052,25,False,PERCENTILES,False,7936,6751,scale,rbf
72,8675,5,False,JUMP,False,7936,10364,scale,rbf
73,8675,1,False,SCORE_DIST,False,7936,10364,scale,rbf
74,8675,25,False,PERCENTILES,False,7936,10364,scale,rbf
75,44692,1,False,JUMP,False,7936,13449,scale,rbf
76,44692,2,True,SCORE_DIST,False,7936,13449,scale,rbf
77,44692,25,True,PERCENTILES,False,7936,13449,scale,rbf
78,30016,1,False,JUMP,False,7936,3112,scale,rbf
79,30016,1,False,SCORE_DIST,False,7936,3112,scale,rbf
80,30016,25,False,PERCENTILES,False,7936,3112,scale,rbf
81,19975,1,False,JUMP,False,7936,3202,scale,rbf
82,19975,1,False,SCORE_DIST,False,7936,3202,scale,rbf
83,19975,25,False,PERCENTILES,False,7936,3202,scale,rbf
84,13696,3,False,JUMP,False,7936,10364,scale,rbf
85,13696,1,False,SCORE_DIST,False,7936,10364,scale,rbf
86,13696,25,False,PERCENTILES,False,7936,10364,scale,rbf
87,28,2,False,JUMP,False,7936,6751,scale,rbf
88,28,2,False,SCORE_DIST,False,7936,6751,scale,rbf
89,28,25,True,PERCENTILES,False,7936,6751,scale,rbf
90,6751,3,False,JUMP,False,7936,3202,scale,rbf
91,6751,2,False,SCORE_DIST,False,7936,3202,scale,rbf
92,6751,25,True,PERCENTILES,False,7936,3202,scale,rbf
93,10759,1,False,JUMP,False,7936,147,scale,rbf
94,10759,1,False,SCORE_DIST,False,7936,147,scale,rbf
95,10759,25,True,PERCENTILES,False,7936,147,scale,rbf
96,34127,1,False,JUMP,False,7936,13449,scale,rbf
97,34127,1,False,SCORE_DIST,False,7936,13449,scale,rbf
98,34127,25,True,PERCENTILES,False,7936,13449,scale,rbf
99,11716,2,False,JUMP,False,7936,3510,scale,rbf
100,11716,1,False,SCORE_DIST,False,7936,3510,scale,rbf
101,11716,25,False,PERCENTILES,False,7936,3510,scale,rbf
102,2234,3,False,JUMP,False,7936,3202,scale,rbf
103,2234,1,False,SCORE_DIST,False,7936,3202,scale,rbf
104,2234,25,False,PERCENTILES,False,7936,3202,scale,rbf
105,388,1,False,JUMP,False,7936,3112,scale,rbf
106,388,1,False,SCORE_DIST,False,7936,3112,scale,rbf
107,388,25,True,PERCENTILES,False,7936,3112,scale,rbf
108,98,2,False,JUMP,False,7936,3112,scale,rbf
109,98,2,False,SCORE_DIST,False,7936,3112,scale,rbf
110,98,25,True,PERCENTILES,False,7936,3112,scale,rbf
111,301,1,False,JUMP,False,7936,98,scale,rbf
112,301,1,False,SCORE_DIST,False,7936,98,scale,rbf
113,301,25,False,PERCENTILES,False,7936,98,scale,rbf
114,3510,1,False,JUMP,False,7936,10364,scale,rbf
115,3510,1,False,SCORE_DIST,False,7936,10364,scale,rbf
116,3510,25,True,PERCENTILES,False,7936,10364,scale,rbf
117,3112,1,True,JUMP,True,7936,3112,scale,rbf
118,3112,1,True,SCORE_DIST,True,7936,3112,scale,rbf
119,3112,25,True,PERCENTILES,True,7936,3112,scale,rbf
120,6751,1,True,JUMP,True,7936,6751,scale,rbf
121,6751,2,True,SCORE_DIST,True,7936,6751,scale,rbf
122,6751,25,True,PERCENTILES,True,7936,6751,scale,rbf
123,3096,1,False,JUMP,False,7936,3112,scale,rbf
124,3096,1,False,SCORE_DIST,False,7936,3112,scale,rbf
125,3096,25,True,PERCENTILES,False,7936,3112,scale,rbf
126,7066,1,False,JUMP,False,7936,10364,scale,rbf
127,7066,1,False,SCORE_DIST,False,7936,10364,scale,rbf
128,7066,25,True,PERCENTILES,False,7936,10364,scale,rbf
129,857,4,False,JUMP,False,7936,3202,scale,rbf
130,857,3,False,SCORE_DIST,False,7936,3202,scale,rbf
131,857,25,False,PERCENTILES,False,7936,3202,scale,rbf
132,3510,1,False,JUMP,False,7936,10364,scale,rbf
133,3510,1,False,SCORE_DIST,False,7936,10364,scale,rbf
134,3510,25,True,PERCENTILES,False,7936,10364,scale,rbf
135,10364,3,False,JUMP,False,7936,6751,scale,rbf
136,10364,3,False,SCORE_DIST,False,7936,6751,scale,rbf
137,10364,25,True,PERCENTILES,False,7936,6751,scale,rbf
138,3510,1,False,JUMP,False,7936,10364,scale,rbf
139,3510,1,False,SCORE_DIST,False,7936,10364,scale,rbf
140,3510,25,True,PERCENTILES,False,7936,10364,scale,rbf
141,4857,1,True,JUMP,True,7936,4857,scale,rbf
142,4857,1,True,SCORE_DIST,True,7936,4857,scale,rbf
143,4857,25,True,PERCENTILES,True,7936,4857,scale,rbf
144,2390,1,False,JUMP,False,7936,4857,scale,rbf
145,2390,1,False,SCORE_DIST,False,7936,4857,scale,rbf
146,2390,25,True,PERCENTILES,False,7936,4857,scale,rbf
147,2229,1,False,JUMP,False,7936,10364,scale,rbf
148,2229,1,False,SCORE_DIST,False,7936,10364,scale,rbf
149,2229,25,False,PERCENTILES,False,7936,10364,scale,rbf
150,18452,3,False,JUMP,False,7936,3202,scale,rbf
151,18452,2,False,SCORE_DIST,False,7936,3202,scale,rbf
152,18452,25,False,PERCENTILES,False,7936,3202,scale,rbf
153,6751,1,False,JUMP,False,7936,3112,scale,rbf
154,6751,1,False,SCORE_DIST,False,7936,3112,scale,rbf
155,6751,25,True,PERCENTILES,False,7936,3112,scale,rbf
156,44692,1,True,JUMP,True,7936,44692,scale,rbf
157,44692,1,True,SCORE_DIST,True,7936,44692,scale,rbf
158,44692,25,True,PERCENTILES,True,7936,44692,scale,rbf
159,11087,2,False,JUMP,False,7936,3202,scale,rbf
160,11087,1,False,SCORE_DIST,False,7936,3202,scale,rbf
161,11087,25,False,PERCENTILES,False,7936,3202,scale,rbf
162,514,1,False,JUMP,False,7936,10364,scale,rbf
163,514,1,False,SCORE_DIST,False,7936,10364,scale,rbf
164,514,25,False,PERCENTILES,False,7936,10364,scale,rbf
165,3112,1,True,JUMP,True,7936,3112,scale,rbf
166,3112,1,True,SCORE_DIST,True,7936,3112,scale,rbf
167,3112,25,True,PERCENTILES,True,7936,3112,scale,rbf
168,48354,1,False,JUMP,False,7936,3112,scale,rbf
169,48354,1,False,SCORE_DIST,False,7936,3112,scale,rbf
170,48354,25,True,PERCENTILES,False,7936,3112,scale,rbf
171,10364,1,False,JUMP,False,7936,6751,scale,rbf
172,10364,1,False,SCORE_DIST,False,7936,6751,scale,rbf
173,10364,25,True,PERCENTILES,False,7936,6751,scale,rbf
174,3245,1,False,JUMP,False,7936,3112,scale,rbf
175,3245,1,False,SCORE_DIST,False,7936,3112,scale,rbf
176,3245,25,False,PERCENTILES,False,7936,3112,scale,rbf
177,3082,1,False,JUMP,False,7936,3112,scale,rbf
178,3082,1,False,SCORE_DIST,False,7936,3112,scale,rbf
179,3082,25,True,PERCENTILES,False,7936,3112,scale,rbf
180,7312,1,False,JUMP,False,7936,6751,scale,rbf
181,7312,1,False,SCORE_DIST,False,7936,6751,scale,rbf
182,7312,25,False,PERCENTILES,False,7936,6751,scale,rbf
183,20204,1,False,JUMP,False,7936,10364,scale,rbf
184,20204,1,False,SCORE_DIST,False,7936,10364,scale,rbf
185,20204,25,True,PERCENTILES,False,7936,10364,scale,rbf
186,10364,4,False,JUMP,False,7936,44692,scale,rbf
187,10364,2,False,SCORE_DIST,False,7936,44692,scale,rbf
188,10364,25,True,PERCENTILES,False,7936,44692,scale,rbf
189,3510,1,False,JUMP,False,7936,6751,scale,rbf
190,3510,1,False,SCORE_DIST,False,7936,6751,scale,rbf
191,3510,25,False,PERCENTILES,False,7936,6751,scale,rbf
192,27073,1,False,JUMP,False,7936,3112,scale,rbf
193,27073,1,False,SCORE_DIST,False,7936,3112,scale,rbf
194,27073,25,False,PERCENTILES,False,7936,3112,scale,rbf
195,224,1,False,JUMP,False,7936,3112,scale,rbf
196,224,1,False,SCORE_DIST,False,7936,3112,scale,rbf
197,224,25,True,PERCENTILES,False,7936,3112,scale,rbf
198,61,1,False,JUMP,False,7936,3112,scale,rbf
199,61,1,False,SCORE_DIST,False,7936,3112,scale,rbf
200,61,25,False,PERCENTILES,False,7936,3112,scale,rbf
201,37815,3,False,JUMP,False,7936,10364,scale,rbf
202,37815,2,False,SCORE_DIST,False,7936,10364,scale,rbf
203,37815,25,False,PERCENTILES,False,7936,10364,scale,rbf
204,13449,1,False,JUMP,False,7936,3202,scale,rbf
205,13449,2,False,SCORE_DIST,False,7936,3202,scale,rbf
206,13449,25,True,PERCENTILES,False,7936,3202,scale,rbf
207,6702,1,False,JUMP,False,7936,3112,scale,rbf
208,6702,1,False,SCORE_DIST,False,7936,3112,scale,rbf
209,6702,25,False,PERCENTILES,False,7936,3112,scale,rbf
210,3254,1,False,JUMP,False,7936,10364,scale,rbf
211,3254,1,False,SCORE_DIST,False,7936,10364,scale,rbf
212,3254,25,False,PERCENTILES,False,7936,10364,scale,rbf
213,833,2,False,JUMP,False,7936,44692,scale,rbf
214,833,2,False,SCORE_DIST,False,7936,44692,scale,rbf
215,833,25,False,PERCENTILES,False,7936,44692,scale,rbf
216,282,3,False,JUMP,False,7936,13449,scale,rbf
217,282,2,False,SCORE_DIST,False,7936,13449,scale,rbf
218,282,25,True,PERCENTILES,False,7936,13449,scale,rbf
219,3096,4,False,JUMP,False,7936,6751,scale,rbf
220,3096,2,False,SCORE_DIST,False,7936,6751,scale,rbf
221,3096,25,True,PERCENTILES,False,7936,6751,scale,rbf
222,3510,4,False,JUMP,False,7936,10364,scale,rbf
223,3510,1,False,SCORE_DIST,False,7936,10364,scale,rbf
224,3510,25,True,PERCENTILES,False,7936,10364,scale,rbf
225,3202,2,True,JUMP,True,7936,3202,scale,rbf
226,3202,1,True,SCORE_DIST,True,7936,3202,scale,rbf
227,3202,25,True,PERCENTILES,True,7936,3202,scale,rbf
228,41428,2,False,JUMP,False,7936,98,scale,rbf
229,41428,1,False,SCORE_DIST,False,7936,98,scale,rbf
230,41428,25,True,PERCENTILES,False,7936,98,scale,rbf
231,6751,1,True,JUMP,True,7936,6751,scale,rbf
232,6751,1,True,SCORE_DIST,True,7936,6751,scale,rbf
233,6751,25,True,PERCENTILES,True,7936,6751,scale,rbf
234,3112,1,True,JUMP,True,7936,3112,scale,rbf
235,3112,1,True,SCORE_DIST,True,7936,3112,scale,rbf
236,3112,25,True,PERCENTILES,True,7936,3112,scale,rbf
237,224,2,False,JUMP,False,7936,3202,scale,rbf
238,224,2,False,SCORE_DIST,False,7936,3202,scale,rbf
239,224,25,True,PERCENTILES,False,7936,3202,scale,rbf
240,3112,1,True,JUMP,True,7936,3112,scale,rbf
241,3112,1,True,SCORE_DIST,True,7936,3112,scale,rbf
242,3112,25,True,PERCENTILES,True,7936,3112,scale,rbf
243,28,1,False,JUMP,False,7936,3510,scale,rbf
244,28,1,False,SCORE_DIST,False,7936,3510,scale,rbf
245,28,25,True,PERCENTILES,False,7936,3510,scale,rbf
246,3096,5,False,JUMP,False,7936,3202,scale,rbf
247,3096,2,False,SCORE_DIST,False,7936,3202,scale,rbf
248,3096,25,True,PERCENTILES,False,7936,3202,scale,rbf
249,24960,1,False,JUMP,False,7936,3112,scale,rbf
250,24960,1,False,SCORE_DIST,False,7936,3112,scale,rbf
251,24960,25,False,PERCENTILES,False,7936,3112,scale,rbf
252,44692,1,False,JUMP,False,7936,6751,scale,rbf
253,44692,1,False,SCORE_DIST,False,7936,6751,scale,rbf
254,44692,25,False,PERCENTILES,False,7936,6751,scale,rbf
255,41428,1,False,JUMP,False,7936,6751,scale,rbf
256,41428,2,False,SCORE_DIST,False,7936,6751,scale,rbf
257,41428,25,True,PERCENTILES,False,7936,6751,scale,rbf
258,9029,1,False,JUMP,False,7936,3510,scale,rbf
259,9029,1,False,SCORE_DIST,False,7936,3510,scale,rbf
260,9029,25,False,PERCENTILES,False,7936,3510,scale,rbf
261,2968,1,False,JUMP,False,7936,3202,scale,rbf
262,2968,1,False,SCORE_DIST,False,7936,3202,scale,rbf
263,2968,25,False,PERCENTILES,False,7936,3202,scale,rbf
264,10364,1,False,JUMP,False,7936,3112,scale,rbf
265,10364,1,False,SCORE_DIST,False,7936,3112,scale,rbf
266,10364,25,True,PERCENTILES,False,7936,3112,scale,rbf
267,3202,1,False,JUMP,False,7936,3112,scale,rbf
268,3202,1,False,SCORE_DIST,False,7936,3112,scale,rbf
269,3202,25,True,PERCENTILES,False,7936,3112,scale,rbf
270,147,1,False,JUMP,False,7936,10364,scale,rbf
271,147,1,False,SCORE_DIST,False,7936,10364,scale,rbf
272,147,25,True,PERCENTILES,False,7936,10364,scale,rbf
273,25864,1,False,JUMP,False,7936,3112,scale,rbf
274,25864,1,False,SCORE_DIST,False,7936,3112,scale,rbf
275,25864,25,False,PERCENTILES,False,7936,3112,scale,rbf
276,7066,1,False,JUMP,False,7936,3202,scale,rbf
277,7066,2,False,SCORE_DIST,False,7936,3202,scale,rbf
278,7066,25,True,PERCENTILES,False,7936,3202,scale,rbf
279,28088,1,False,JUMP,False,7936,3112,scale,rbf
280,28088,1,False,SCORE_DIST,False,7936,3112,scale,rbf
281,28088,25,False,PERCENTILES,False,7936,3112,scale,rbf
282,20750,1,False,JUMP,False,7936,3112,scale,rbf
283,20750,1,False,SCORE_DIST,False,7936,3112,scale,rbf
284,20750,25,False,PERCENTILES,False,7936,3112,scale,rbf
285,3082,1,False,JUMP,False,7936,44692,scale,rbf
286,3082,2,False,SCORE_DIST,False,7936,44692,scale,rbf
287,3082,25,True,PERCENTILES,False,7936,44692,scale,rbf
288,28,1,False,JUMP,False,7936,13449,scale,rbf
289,28,1,False,SCORE_DIST,False,7936,13449,scale,rbf
290,28,25,True,PERCENTILES,False,7936,13449,scale,rbf
291,3202,1,False,JUMP,False,7936,10364,scale,rbf
292,3202,1,False,SCORE_DIST,False,7936,10364,scale,rbf
293,3202,25,True,PERCENTILES,False,7936,10364,scale,rbf
294,44692,1,True,JUMP,True,7936,44692,scale,rbf
295,44692,1,True,SCORE_DIST,True,7936,44692,scale,rbf
296,44692,25,True,PERCENTILES,True,7936,44692,scale,rbf
297,564,3,False,JUMP,False,7936,98,scale,rbf
298,564,4,False,SCORE_DIST,False,7936,98,scale,rbf
299,564,25,False,PERCENTILES,False,7936,98,scale,rbf
300,4857,1,False,JUMP,False,7936,6751,scale,rbf
301,4857,2,False,SCORE_DIST,False,7936,6751,scale,rbf
302,4857,25,True,PERCENTILES,False,7936,6751,scale,rbf
303,10288,1,False,JUMP,False,7936,3112,scale,rbf
304,10288,1,False,SCORE_DIST,False,7936,3112,scale,rbf
305,10288,25,True,PERCENTILES,False,7936,3112,scale,rbf
306,13449,1,False,JUMP,False,7936,3112,scale,rbf
307,13449,1,False,SCORE_DIST,False,7936,3112,scale,rbf
308,13449,25,True,PERCENTILES,False,7936,3112,scale,rbf
309,3112,1,True,JUMP,True,7936,3112,scale,rbf
310,3112,1,True,SCORE_DIST,True,7936,3112,scale,rbf
311,3112,25,True,PERCENTILES,True,7936,3112,scale,rbf
312,223,1,False,JUMP,False,7936,44692,scale,rbf
313,223,1,False,SCORE_DIST,False,7936,44692,scale,rbf
314,223,25,False,PERCENTILES,False,7936,44692,scale,rbf
315,301,1,False,JUMP,False,7936,6751,scale,rbf
316,301,1,False,SCORE_DIST,False,7936,6751,scale,rbf
317,301,25,False,PERCENTILES,False,7936,6751,scale,rbf
318,757,1,False,JUMP,False,7936,3112,scale,rbf
319,757,1,False,SCORE_DIST,False,7936,3112,scale,rbf
320,757,25,True,PERCENTILES,False,7936,3112,scale,rbf
321,3202,1,False,JUMP,False,7936,3112,scale,rbf
322,3202,1,False,SCORE_DIST,False,7936,3112,scale,rbf
323,3202,25,True,PERCENTILES,False,7936,3112,scale,rbf
324,28,1,False,JUMP,False,7936,10364,scale,rbf
325,28,1,False,SCORE_DIST,False,7936,10364,scale,rbf
326,28,25,True,PERCENTILES,False,7936,10364,scale,rbf
327,32193,1,False,JUMP,False,7936,3202,scale,rbf
328,32193,1,False,SCORE_DIST,False,7936,3202,scale,rbf
329,32193,25,False,PERCENTILES,False,7936,3202,scale,rbf
330,2620,2,False,JUMP,False,7936,3112,scale,rbf
331,2620,1,False,SCORE_DIST,False,7936,3112,scale,rbf
332,2620,25,False,PERCENTILES,False,7936,3112,scale,rbf
333,10364,1,True,JUMP,True,7936,10364,scale,rbf
334,10364,1,True,SCORE_DIST,True,7936,10364,scale,rbf
335,10364,25,True,PERCENTILES,True,7936,10364,scale,rbf
336,10648,1,False,JUMP,False,7936,10364,scale,rbf
337,10648,1,False,SCORE_DIST,False,7936,10364,scale,rbf
338,10648,25,False,PERCENTILES,False,7936,10364,scale,rbf
339,447,3,False,JUMP,False,7936,6751,scale,rbf
340,447,1,False,SCORE_DIST,False,7936,6751,scale,rbf
341,447,25,False,PERCENTILES,False,7936,6751,scale,rbf
342,49281,1,False,JUMP,False,7936,6751,scale,rbf
343,49281,2,False,SCORE_DIST,False,7936,6751,scale,rbf
344,49281,25,True,PERCENTILES,False,7936,6751,scale,rbf
345,6751,4,True,JUMP,False,7936,3112,scale,rbf
346,6751,1,False,SCORE_DIST,False,7936,3112,scale,rbf
347,6751,25,True,PERCENTILES,False,7936,3112,scale,rbf
348,4857,1,True,JUMP,True,7936,4857,scale,rbf
349,4857,1,True,SCORE_DIST,True,7936,4857,scale,rbf
350,4857,25,True,PERCENTILES,True,7936,4857,scale,rbf
351,6421,1,False,JUMP,False,7936,10364,scale,rbf
352,6421,2,False,SCORE_DIST,False,7936,10364,scale,rbf
353,6421,25,False,PERCENTILES,False,7936,10364,scale,rbf
354,98,1,False,JUMP,False,7936,13449,scale,rbf
355,98,2,True,SCORE_DIST,False,7936,13449,scale,rbf
356,98,25,True,PERCENTILES,False,7936,13449,scale,rbf
357,34298,1,False,JUMP,False,7936,3112,scale,rbf
358,34298,1,False,SCORE_DIST,False,7936,3112,scale,rbf
359,34298,25,True,PERCENTILES,False,7936,3112,scale,rbf
360,3510,1,False,JUMP,False,7936,3112,scale,rbf
361,3510,1,False,SCORE_DIST,False,7936,3112,scale,rbf
362,3510,25,True,PERCENTILES,False,7936,3112,scale,rbf
363,2162,1,False,JUMP,False,7936,10364,scale,rbf
364,2162,1,False,SCORE_DIST,False,7936,10364,scale,rbf
365,2162,25,False,PERCENTILES,False,7936,10364,scale,rbf
366,6751,1,False,JUMP,False,7936,10364,scale,rbf
367,6751,1,False,SCORE_DIST,False,7936,10364,scale,rbf
368,6751,25,True,PERCENTILES,False,7936,10364,scale,rbf
369,3112,2,False,JUMP,False,7936,3202,scale,rbf
370,3112,2,False,SCORE_DIST,False,7936,3202,scale,rbf
371,3112,25,True,PERCENTILES,False,7936,3202,scale,rbf
372,224,1,False,JUMP,False,7936,3510,scale,rbf
373,224,2,False,SCORE_DIST,False,7936,3510,scale,rbf
374,224,25,True,PERCENTILES,False,7936,3510,scale,rbf
375,18048,1,False,JUMP,False,7936,10364,scale,rbf
376,18048,2,False,SCORE_DIST,False,7936,10364,scale,rbf
377,18048,25,False,PERCENTILES,False,7936,10364,scale,rbf
378,4857,1,True,JUMP,True,7936,4857,scale,rbf
379,4857,1,True,SCORE_DIST,True,7936,4857,scale,rbf
380,4857,25,True,PERCENTILES,True,7936,4857,scale,rbf
381,3524,1,False,JUMP,False,7936,3112,scale,rbf
382,3524,1,False,SCORE_DIST,False,7936,3112,scale,rbf
383,3524,25,False,PERCENTILES,False,7936,3112,scale,rbf
384,10288,1,False,JUMP,False,7936,3112,scale,rbf
385,10288,1,False,SCORE_DIST,False,7936,3112,scale,rbf
386,10288,25,False,PERCENTILES,False,7936,3112,scale,rbf
387,3066,1,False,JUMP,False,7936,447,scale,rbf
388,3066,1,False,SCORE_DIST,False,7936,447,scale,rbf
389,3066,25,True,PERCENTILES,False,7936,447,scale,rbf
390,2358,1,False,JUMP,False,7936,147,scale,rbf
391,2358,1,False,SCORE_DIST,False,7936,147,scale,rbf
392,2358,25,True,PERCENTILES,False,7936,147,scale,rbf
393,147,2,False,JUMP,False,7936,3202,scale,rbf
394,147,1,False,SCORE_DIST,False,7936,3202,scale,rbf
395,147,25,True,PERCENTILES,False,7936,3202,scale,rbf
396,18048,1,False,JUMP,False,7936,3202,scale,rbf
397,18048,1,False,SCORE_DIST,False,7936,3202,scale,rbf
398,18048,25,False,PERCENTILES,False,7936,3202,scale,rbf
399,3510,1,True,JUMP,True,7936,3510,scale,rbf
400,3510,1,True,SCORE_DIST,True,7936,3510,scale,rbf
401,3510,25,True,PERCENTILES,True,7936,3510,scale,rbf
402,5000,1,False,JUMP,False,7936,3112,scale,rbf
403,5000,1,False,SCORE_DIST,False,7936,3112,scale,rbf
404,5000,25,False,PERCENTILES,False,7936,3112,scale,rbf
405,10364,1,False,JUMP,False,7936,13449,scale,rbf
406,10364,1,False,SCORE_DIST,False,7936,13449,scale,rbf
407,10364,25,True,PERCENTILES,False,7936,13449,scale,rbf
408,3510,5,True,JUMP,False,7936,10364,scale,rbf
409,3510,1,False,SCORE_DIST,False,7936,10364,scale,rbf
410,3510,25,True,PERCENTILES,False,7936,10364,scale,rbf
411,221,1,False,JUMP,False,7936,147,scale,rbf
412,221,1,False,SCORE_DIST,False,7936,147,scale,rbf
413,221,25,False,PERCENTILES,False,7936,147,scale,rbf
414,224,1,False,JUMP,False,7936,6751,scale,rbf
415,224,2,False,SCORE_DIST,False,7936,6751,scale,rbf
416,224,25,True,PERCENTILES,False,7936,6751,scale,rbf
417,3112,2,True,JUMP,False,7936,6751,scale,rbf
418,3112,2,True,SCORE_DIST,False,7936,6751,scale,rbf
419,3112,25,True,PERCENTILES,False,7936,6751,scale,rbf
420,3112,2,True,JUMP,True,7936,3112,scale,rbf
421,3112,1,True,SCORE_DIST,True,7936,3112,scale,rbf
422,3112,25,True,PERCENTILES,True,7936,3112,scale,rbf
423,4857,1,True,JUMP,True,7936,4857,scale,rbf
424,4857,1,True,SCORE_DIST,True,7936,4857,scale,rbf
425,4857,25,True,PERCENTILES,True,7936,4857,scale,rbf
426,3112,1,False,JUMP,False,7936,3510,scale,rbf
427,3112,2,True,SCORE_DIST,False,7936,3510,scale,rbf
428,3112,25,True,PERCENTILES,False,7936,3510,scale,rbf
429,11864,1,False,JUMP,False,7936,3112,scale,rbf
430,11864,1,False,SCORE_DIST,False,7936,3112,scale,rbf
431,11864,25,False,PERCENTILES,False,7936,3112,scale,rbf
432,3002,2,False,JUMP,False,7936,3202,scale,rbf
433,3002,1,False,SCORE_DIST,False,7936,3202,scale,rbf
434,3002,25,False,PERCENTILES,False,7936,3202,scale,rbf
435,891,1,False,JUMP,False,7936,98,scale,rbf
436,891,1,False,SCORE_DIST,False,7936,98,scale,rbf
437,891,25,False,PERCENTILES,False,7936,98,scale,rbf
438,6751,1,False,JUMP,False,7936,3112,scale,rbf
439,6751,1,False,SCORE_DIST,False,7936,3112,scale,rbf
440,6751,25,True,PERCENTILES,False,7936,3112,scale,rbf
441,221,1,False,JUMP,False,7936,6751,scale,rbf
442,221,1,False,SCORE_DIST,False,7936,6751,scale,rbf
443,221,25,False,PERCENTILES,False,7936,6751,scale,rbf
444,6751,1,False,JUMP,False,7936,44692,scale,rbf
445,6751,1,False,SCORE_DIST,False,7936,44692,scale,rbf
